	Source file	DateTime	Date	Time	Duration(s)	Comments	Final207_235	Final207_235_Int2SE	Final207_235_Prop2SE	Final206_238	Final206_238_Int2SE	Final206_238_Prop2SE	Final238_206	Final238_206_Prop2SE	Final207_206	Final207_206_Int2SE	Final207_206_Prop2SE	Final208_232	Final208_232_Int2SE	Final206_208	Final206_208_Int2SE	FinalAge206_238	FinalAge206_238_Int2SE	FinalAge206_238_Prop2SE	FinalAge207_235	FinalAge207_235_Int2SE	FinalAge207_235_Prop2SE	FinalAge208_232	FinalAge208_232_Int2SE	Final206_204	Final206_204_Int2SE	Final207_204	Final207_204_Int2SE	Final208_204	Final208_204_Int2SE	Approx_U_PPM	Approx_U_PPM_Int2SE	Approx_Th_PPM	Approx_Th_PPM_Int2SE	Approx_Pb_PPM	Approx_Pb_PPM_Int2SE	FInal_U_Th_Ratio	FInal_U_Th_Ratio_Int2SE	Final238_206	Final238_206_Int2SE	FinalAge207_206	FinalAge207_206_Int2SE	FinalDiscPercent	FinalDiscPercent_Int2SE	FinalAnd207_235	FinalAnd207_235_Int2SE	FinalAnd207_235_Prop2SE	FinalAnd206_238	FinalAnd206_238_Int2SE	FinalAnd206_238_Prop2SE	FinalAnd208_232	FinalAnd208_232_Int2SE	FinalAnd238_206	FinalAnd238_206_Int2SE	FinalAnd207_206	FinalAnd207_206_Int2SE	FinalAgeAnd207_206	FinalAgeAnd207_206_Int2SE	FinalAgeAnd207_235	FinalAgeAnd207_235_Int2SE	FinalAgeAnd207_235_Prop2SE	FinalAgeAnd206_238	FinalAgeAnd206_238_Int2SE	FinalAgeAnd206_238_Prop2SE	FinalAgeAnd208_232	FinalAgeAnd208_232_Int2SE	FinalFracCommonPb	FinalFracCommonPb_Int2SE	FinalFracLostPb	FinalFracLostPb_Int2SE	AndersenSolution	AndersenSolution_Int2SE	FinalPbC207_235	FinalPbC207_235_Int2SE	FinalPbC207_235_Prop2SE	FinalPbC206_238	FinalPbC206_238_Int2SE	FinalPbC206_238_Prop2SE	FinalPbC208_232	FinalPbC208_232_Int2SE	FinalPbC207_206	FinalPbC207_206_Int2SE	FinalPbC238_206	FinalPbC238_206_Int2SE	FinalAgePbC207_206	FinalAgePbC207_206_Int2SE	FinalAgePbC207_235	FinalAgePbC207_235_Int2SE	FinalAgePbC207_235_Prop2SE	FinalAgePbC206_238	FinalAgePbC206_238_Int2SE	FinalAgePbC206_238_Prop2SE	FinalAgePbC208_232	FinalAgePbC208_232_Int2SE	ExtraMetaData
TS03_68	VP-X-TS-03_073.FIN2	04/08/2012 (7) 03:09:01.24	04/08/2012 (7)	03:09:01.24	19.97	VP-X-TS-03_073.FIN2	5.526	0.088	0.092	0.3381	0.0048	0.0070		0.06123612	0.11691	0.00093	0.0017	no value	NAN	no value	NAN	1876	23	34	1906	14	14	no value	NAN	810	450	94	52	67	34	no value	NAN	no value	NAN	no value	NAN	no value	NAN	2.957705	0.041	1910.1	8.0	4.03	0.44	5.41	0.14	0.15	0.3371	0.0053	0.0077	no value	NAN	2.957	0.044	0.1148	0.0010	1885	16	1884	22	23	1870	26	37	no value	NAN	0.0036	0.0017	0.0036	0.0017	0.320	0.037	5.00	0.11	0.11	0.3339	0.0047	0.0069	no value	NAN	0.1075	0.0017	2.990	0.041	1754	29	1823	18	18	1855	23	33	no value	NAN	FILENAME: VP-X-TS-03_073.FIN2;
TS03_69	VP-X-TS-03_074.FIN2	04/08/2012 (7) 03:10:21.24	04/08/2012 (7)	03:10:21.24	19.97	VP-X-TS-03_074.FIN2	4.598	0.055	0.061	0.2935	0.0032	0.0061		0.0708131	0.11143	0.00076	0.0017	no value	NAN	no value	NAN	1658	16	30	1749	10	11	no value	NAN	1480	500	167	56	47	16	no value	NAN	no value	NAN	no value	NAN	no value	NAN	3.407155	0.038	1824.2	7.3	5.40	0.52	4.197	0.096	0.11	0.2907	0.0036	0.0066	no value	NAN	3.445	0.042	0.1047	0.0011	1710	19	1675	18	21	1644	18	33	no value	NAN	0.0112	0.0019	0.0112	0.0019	0.237	0.039	4.209	0.067	0.075	0.2903	0.0032	0.0059	no value	NAN	0.1043	0.0013	3.445	0.038	1695	23	1675	13	15	1645	16	30	no value	NAN	FILENAME: VP-X-TS-03_074.FIN2;
TS03_70	VP-X-TS-03_075.FIN2	04/08/2012 (7) 03:11:41.24	04/08/2012 (7)	03:11:41.24	19.97	VP-X-TS-03_075.FIN2	0.830	0.025	0.037	0.0965	0.0015	0.0053		0.5691428	0.0616	0.0018	0.0023	no value	NAN	no value	NAN	593.4	8.7	31	612	14	21	no value	NAN	-990	690	-60	41	-270	180	no value	NAN	no value	NAN	no value	NAN	no value	NAN	10.36269	0.16	707	36	8.12	0.88	0.800	0.017	0.026	0.0963	0.0016	0.0056	no value	NAN	10.43	0.17	0.06007	0.00039	604	14	596.0	9.7	15	592.5	9.2	33	no value	NAN	0.0031	0.0024	0.0031	0.0024	0.171	0.037	-1.30	0.33	0.49	0.0777	0.0028	0.010	no value	NAN	-0.236	0.075	14.5	1.0	1190	210	220	150	220	481	17	61	no value	NAN	FILENAME: VP-X-TS-03_075.FIN2;
TS03_71	VP-X-TS-03_076.FIN2	04/08/2012 (7) 03:14:21.24	04/08/2012 (7)	03:14:21.24	19.97	VP-X-TS-03_076.FIN2	5.448	0.059	0.065	0.3265	0.0033	0.0061		0.05722206	0.11940	0.00090	0.0017	no value	NAN	no value	NAN	1821	16	30	1893.5	8.9	9.9	no value	NAN	-400	1500	-40	180	-60	200	no value	NAN	no value	NAN	no value	NAN	no value	NAN	3.062787	0.031	1948.9	7.6	4.94	0.52	5.037	0.099	0.11	0.3233	0.0037	0.0068	no value	NAN	3.103	0.036	0.1133	0.0011	1849	17	1822	17	19	1805	18	33	no value	NAN	0.0101	0.0018	0.0101	0.0018	0.263	0.039	5.005	0.078	0.087	0.3223	0.0032	0.0060	no value	NAN	0.1107	0.0016	3.106	0.031	1814	27	1818	14	15	1802	16	29	no value	NAN	FILENAME: VP-X-TS-03_076.FIN2;
TS03_72	VP-X-TS-03_077.FIN2	04/08/2012 (7) 03:15:41.24	04/08/2012 (7)	03:15:41.24	15.881	VP-X-TS-03_077.FIN2	0.831	0.037	0.046	0.0983	0.0020	0.0055		0.5691879	0.0608	0.0026	0.0029	no value	NAN	no value	NAN	604	12	32	616	21	27	no value	NAN	58	45	4.8	2.6	15.2	9.7	no value	NAN	no value	NAN	no value	NAN	no value	NAN	10.17294	0.20	656	48	10.2	1.3	0.816	0.022	0.028	0.0982	0.0021	0.0058	no value	NAN	10.23	0.22	0.06043	0.00051	621	19	606	12	15	605	12	34	no value	NAN	0.0011	0.0034	0.0011	0.0034	0.139	0.039	-1.08	0.46	0.57	0.0831	0.0036	0.010	no value	NAN	-0.145	0.054	13.05	0.79	1660	290	440	170	220	514	22	60	no value	NAN	FILENAME: VP-X-TS-03_077.FIN2;
TS03_73	VP-X-TS-03_079.FIN2	04/08/2012 (7) 03:18:21.24	04/08/2012 (7)	03:18:21.24	19.97	VP-X-TS-03_079.FIN2	0.894	0.037	0.046	0.1003	0.0019	0.0054		0.5367745	0.0616	0.0023	0.0028	no value	NAN	no value	NAN	616	11	32	649	20	25	no value	NAN	62	32	3.4	2.0	14.4	7.2	no value	NAN	no value	NAN	no value	NAN	no value	NAN	9.97009	0.19	713	47	10.0	1.1	0.837	0.022	0.027	0.1002	0.0020	0.0057	no value	NAN	9.97	0.19	0.06055	0.00054	626	19	616	12	15	615	12	34	no value	NAN	0.0031	0.0030	0.0031	0.0030	0.153	0.036	-0.74	0.49	0.62	0.0868	0.0044	0.013	no value	NAN	-0.10	0.21	11.8	2.8	2260	210	730	160	200	537	26	75	no value	NAN	FILENAME: VP-X-TS-03_079.FIN2;
TS03_74	VP-X-TS-03_080.FIN2	04/08/2012 (7) 03:19:41.24	04/08/2012 (7)	03:19:41.24	19.97	VP-X-TS-03_080.FIN2	0.827	0.034	0.044	0.1015	0.0019	0.0054		0.5241573	0.0573	0.0022	0.0027	no value	NAN	no value	NAN	623	11	32	610	19	24	no value	NAN	179	87	9.7	4.8	23	13	no value	NAN	no value	NAN	no value	NAN	no value	NAN	9.852217	0.18	610	46	10.6	1.2	0.851	0.021	0.027	0.1020	0.0020	0.0057	no value	NAN	9.84	0.19	0.06064	0.00042	624	15	626	11	15	625	12	33	no value	NAN	-0.0016	0.0031	-0.0016	0.0031	0.135	0.034	-0.40	0.45	0.58	0.0899	0.0040	0.011	no value	NAN	-0.118	0.054	12.28	0.72	2110	230	680	160	210	553	23	66	no value	NAN	FILENAME: VP-X-TS-03_080.FIN2;
TS03_75	VP-X-TS-03_081.FIN2	04/08/2012 (7) 03:23:42.24	04/08/2012 (7)	03:23:42.24	19.97	VP-X-TS-03_081.FIN2	4.576	0.080	0.085	0.3021	0.0043	0.0066		0.07231735	0.1063	0.0013	0.0019	no value	NAN	no value	NAN	1702	21	32	1746	15	15	no value	NAN	420	170	38	19	131	69	no value	NAN	no value	NAN	no value	NAN	no value	NAN	3.310162	0.047	1742	14	5.42	0.58	4.35	0.11	0.12	0.2998	0.0047	0.0072	no value	NAN	3.336	0.053	0.1041	0.0011	1698	19	1701	22	23	1691	23	35	no value	NAN	0.0053	0.0023	0.0053	0.0023	0.260	0.039	3.62	0.21	0.22	0.2934	0.0040	0.0062	no value	NAN	0.0870	0.0045	3.398	0.048	1412	85	1521	50	52	1659	20	31	no value	NAN	FILENAME: VP-X-TS-03_081.FIN2;
TS03_76	VP-X-TS-03_083.FIN2	04/08/2012 (7) 03:26:22.24	04/08/2012 (7)	03:26:22.24	19.97	VP-X-TS-03_083.FIN2	3.974	0.092	0.096	0.2654	0.0048	0.0069		0.09795966	0.1050	0.0023	0.0027	no value	NAN	no value	NAN	1518	25	36	1627	19	20	no value	NAN	163	55	18.3	6.0	56	21	no value	NAN	no value	NAN	no value	NAN	no value	NAN	3.767898	0.066	1710	20	9.48	0.94	3.42	0.11	0.12	0.2611	0.0054	0.0078	no value	NAN	3.839	0.078	0.0957	0.0013	1535	26	1505	26	27	1493	28	40	no value	NAN	0.0180	0.0036	0.0180	0.0036	0.126	0.034	1.47	0.60	0.63	0.2454	0.0062	0.0089	no value	NAN	0.026	0.018	4.14	0.11	1740	170	1250	130	140	1414	32	47	no value	NAN	FILENAME: VP-X-TS-03_083.FIN2;
TS03_77	VP-X-TS-03_084.FIN2	04/08/2012 (7) 03:27:42.24	04/08/2012 (7)	03:27:42.24	19.97	VP-X-TS-03_084.FIN2	0.845	0.031	0.042	0.0990	0.0017	0.0053		0.5407611	0.0591	0.0023	0.0028	no value	NAN	no value	NAN	608	10	31	620	17	23	no value	NAN	94	47	5.3	2.4	24	14	no value	NAN	no value	NAN	no value	NAN	no value	NAN	10.10101	0.17	609	45	10.6	1.2	0.811	0.020	0.026	0.0984	0.0019	0.0058	no value	NAN	10.15	0.19	0.06011	0.00046	611	16	603	11	15	605	11	34	no value	NAN	0.0028	0.0032	0.0028	0.0032	0.135	0.034	-0.69	0.35	0.47	0.0873	0.0032	0.010	no value	NAN	-0.059	0.028	11.81	0.46	1730	260	480	160	220	539	19	59	no value	NAN	FILENAME: VP-X-TS-03_084.FIN2;
TS03_78	VP-X-TS-03_087.FIN2	04/08/2012 (7) 03:33:02.24	04/08/2012 (7)	03:33:02.24	19.97	VP-X-TS-03_087.FIN2	4.837	0.069	0.074	0.3028	0.0040	0.0064		0.06980206	0.1112	0.0013	0.0019	no value	NAN	no value	NAN	1711	20	31	1793	12	13	no value	NAN	900	270	98	29	30	10	no value	NAN	no value	NAN	no value	NAN	no value	NAN	3.30251	0.043	1822	13	6.29	0.66	4.38	0.11	0.12	0.2992	0.0045	0.0072	no value	NAN	3.350	0.050	0.1048	0.0011	1713	19	1702	21	22	1688	22	35	no value	NAN	0.0125	0.0023	0.0125	0.0023	0.216	0.038	4.10	0.15	0.16	0.2977	0.0042	0.0068	no value	NAN	0.0963	0.0029	3.372	0.047	1565	53	1644	31	33	1679	21	33	no value	NAN	FILENAME: VP-X-TS-03_087.FIN2;
TS03_79	VP-X-TS-03_088.FIN2	04/08/2012 (7) 03:34:22.24	04/08/2012 (7)	03:34:22.24	19.97	VP-X-TS-03_088.FIN2	0.838	0.024	0.036	0.0976	0.0014	0.0052		0.5458882	0.0608	0.0017	0.0022	no value	NAN	no value	NAN	599.9	8.4	31	617	13	20	no value	NAN	135	54	7.9	3.3	41	17	no value	NAN	no value	NAN	no value	NAN	no value	NAN	10.2459	0.15	638	32	7.53	0.79	0.804	0.016	0.024	0.0973	0.0015	0.0054	no value	NAN	10.34	0.16	0.06004	0.00039	610	14	597.8	8.9	14	598.6	8.7	31	no value	NAN	0.0039	0.0022	0.0039	0.0022	0.180	0.037	0.07	0.19	0.29	0.0893	0.0023	0.0083	no value	NAN	-0.006	0.015	11.32	0.30	1430	160	250	120	190	551	13	49	no value	NAN	FILENAME: VP-X-TS-03_088.FIN2;
TS03_80	VP-X-TS-03_090.FIN2	04/08/2012 (7) 03:37:02.24	04/08/2012 (7)	03:37:02.24	19.97	VP-X-TS-03_090.FIN2	0.866	0.026	0.038	0.1027	0.0018	0.0054		0.5119799	0.0597	0.0014	0.0021	no value	NAN	no value	NAN	631	11	31	636	14	20	no value	NAN	153	47	7.7	3.0	63	20	no value	NAN	no value	NAN	no value	NAN	no value	NAN	9.737098	0.16	613	31	6.15	0.75	0.852	0.019	0.028	0.1024	0.0019	0.0055	no value	NAN	9.79	0.17	0.06036	0.00051	614	19	628	11	16	628	11	32	no value	NAN	0.0011	0.0018	0.0011	0.0018	0.243	0.039	-0.31	0.22	0.32	0.0928	0.0024	0.0071	no value	NAN	-0.031	0.018	10.94	0.30	1460	190	160	140	210	571	14	42	no value	NAN	FILENAME: VP-X-TS-03_090.FIN2;
TS03_81	VP-X-TS-03_091.FIN2	04/08/2012 (7) 03:41:02.24	04/08/2012 (7)	03:41:02.24	19.97	VP-X-TS-03_091.FIN2	0.894	0.020	0.034	0.1067	0.0018	0.0054		0.4743129	0.0593	0.0013	0.0019	no value	NAN	no value	NAN	653	10	31	648	11	18	no value	NAN	170	110	10.8	6.7	44	35	no value	NAN	no value	NAN	no value	NAN	no value	NAN	9.372071	0.15	607	28	6.02	0.66	0.909	0.021	0.035	0.1069	0.0019	0.0058	no value	NAN	9.36	0.16	0.06140	0.00047	650	16	656	11	18	655	11	33	no value	NAN	-0.0012	0.0017	-0.0012	0.0017	0.234	0.039	0.46	0.13	0.23	0.1032	0.0020	0.0062	no value	NAN	0.0274	0.0090	9.78	0.19	1070	150	379	85	140	633	12	36	no value	NAN	FILENAME: VP-X-TS-03_091.FIN2;
TS03_82	VP-X-TS-03_093.FIN2	04/08/2012 (7) 03:43:42.27	04/08/2012 (7)	03:43:42.27	14.224	VP-X-TS-03_093.FIN2	0.846	0.055	0.062	0.1024	0.0027	0.0058		0.5531311	0.0592	0.0042	0.0044	no value	NAN	no value	NAN	630	16	35	616	31	35	no value	NAN	24	16	2.2	1.2	6.7	3.6	no value	NAN	no value	NAN	no value	NAN	no value	NAN	9.765625	0.27	699	75	15.5	2.0	0.869	0.032	0.035	0.1027	0.0030	0.0064	no value	NAN	9.72	0.28	0.06128	0.00069	647	24	631	17	19	629	17	37	no value	NAN	-0.0016	0.0055	-0.0016	0.0055	0.0	1.0	-4.4	1.2	1.3	0.0580	0.0099	0.021	no value	NAN	-0.27	0.49	14.5	7.3	2700	360	1210	280	310	357	60	130	no value	NAN	FILENAME: VP-X-TS-03_093.FIN2;
TS03_83	VP-X-TS-03_094.FIN2	04/08/2012 (7) 03:45:02.24	04/08/2012 (7)	03:45:02.24	19.97	VP-X-TS-03_094.FIN2	0.927	0.036	0.045	0.1110	0.0024	0.0057		0.4626248	0.0603	0.0023	0.0027	no value	NAN	no value	NAN	680	14	32	666	19	24	no value	NAN	74	47	4.5	2.8	20.3	9.9	no value	NAN	no value	NAN	no value	NAN	no value	NAN	9.009009	0.19	655	40	9.6	1.0	0.952	0.029	0.037	0.1115	0.0025	0.0060	no value	NAN	9.01	0.20	0.06221	0.00059	682	21	679	15	19	682	14	34	no value	NAN	-0.0019	0.0029	-0.0019	0.0029	0.138	0.035	-0.59	0.37	0.46	0.0967	0.0035	0.0083	no value	NAN	-0.081	0.033	10.78	0.45	1920	200	450	170	220	594	21	49	no value	NAN	FILENAME: VP-X-TS-03_094.FIN2;
TS03_84	VP-X-TS-03_095.FIN2	04/08/2012 (7) 03:46:23.24	04/08/2012 (7)	03:46:23.24	19.97	VP-X-TS-03_095.FIN2	7.68	0.16	0.17	0.4099	0.0071	0.0087		0.05178016	0.1364	0.0024	0.0028	no value	NAN	no value	NAN	2214	32	40	2192	19	20	no value	NAN	630	260	91	36	70	29	no value	NAN	no value	NAN	no value	NAN	no value	NAN	2.439619	0.043	2178	19	7.03	0.79	7.86	0.31	0.32	0.4109	0.0087	0.011	no value	NAN	2.437	0.051	0.1381	0.0025	2205	31	2211	35	36	2218	39	48	no value	NAN	-0.0016	0.0044	-0.0016	0.0044	0.216	0.038	4.90	0.66	0.67	0.3868	0.0089	0.011	no value	NAN	0.087	0.012	2.591	0.061	1980	100	1830	110	110	2107	41	51	no value	NAN	FILENAME: VP-X-TS-03_095.FIN2;
TS03_85	VP-X-TS-03_096.FIN2	04/08/2012 (7) 03:49:03.24	04/08/2012 (7)	03:49:03.24	19.97	VP-X-TS-03_096.FIN2	5.96	0.14	0.15	0.3670	0.0070	0.0087		0.06459325	0.1186	0.0022	0.0027	no value	NAN	no value	NAN	2012	33	41	1971	21	21	no value	NAN	224	84	29	10	57	24	no value	NAN	no value	NAN	no value	NAN	no value	NAN	2.724796	0.051	1939	21	7.19	0.79	6.40	0.26	0.26	0.3708	0.0083	0.010	no value	NAN	2.718	0.059	0.1242	0.0023	2010	33	2018	35	36	2029	39	48	no value	NAN	-0.0072	0.0039	-0.0072	0.0039	0.201	0.038	3.04	0.56	0.57	0.3444	0.0077	0.0097	no value	NAN	0.069	0.011	2.904	0.066	1650	130	1570	100	100	1914	37	47	no value	NAN	FILENAME: VP-X-TS-03_096.FIN2;
TS03_86	VP-X-TS-03_098.FIN2	04/08/2012 (7) 03:51:43.24	04/08/2012 (7)	03:51:43.24	19.97	VP-X-TS-03_098.FIN2	0.877	0.022	0.036	0.1081	0.0020	0.0056		0.4792219	0.0593	0.0014	0.0020	no value	NAN	no value	NAN	662	12	33	643	12	20	no value	NAN	57	79	5.2	5.1	27	25	no value	NAN	no value	NAN	no value	NAN	no value	NAN	9.250694	0.16	607	31	6.39	0.72	0.919	0.022	0.035	0.1080	0.0020	0.0057	no value	NAN	9.22	0.17	0.06164	0.00046	661	16	665	12	19	663	12	33	no value	NAN	-0.0038	0.0017	-0.0038	0.0017	0.222	0.039	0.41	0.12	0.20	0.1042	0.0021	0.0060	no value	NAN	0.0303	0.0085	9.63	0.20	1070	150	366	84	130	639	12	35	no value	NAN	FILENAME: VP-X-TS-03_098.FIN2;
TS03_87	VP-X-TS-03_099.FIN2	04/08/2012 (7) 03:53:03.24	04/08/2012 (7)	03:53:03.24	19.97	VP-X-TS-03_099.FIN2	0.877	0.029	0.040	0.1061	0.0020	0.0056		0.497459	0.0605	0.0019	0.0024	no value	NAN	no value	NAN	651	12	32	637	16	22	no value	NAN	-300	190	-10.7	9.0	-116	95	no value	NAN	no value	NAN	no value	NAN	no value	NAN	9.425071	0.18	627	37	8.91	0.92	0.889	0.023	0.032	0.1064	0.0022	0.0060	no value	NAN	9.40	0.19	0.06084	0.00049	636	16	645	12	17	653	12	35	no value	NAN	-0.0013	0.0025	-0.0013	0.0025	0.153	0.036	-0.00	0.31	0.43	0.0972	0.0031	0.0087	no value	NAN	-0.020	0.026	10.48	0.35	1620	190	610	110	150	599	18	51	no value	NAN	FILENAME: VP-X-TS-03_099.FIN2;
																																																																																																				
TS14_1	VP-X-TS-14_03.FIN2	04/08/2012 (7) 05:42:18.24	04/08/2012 (7)	05:42:18.24	19.97	VP-X-TS-14_03.FIN2	1.035	0.021	0.035	0.1323	0.0017	0.0060		0.3427927	0.0635	0.0012	0.0019	no value	NAN	no value	NAN	801.6	9.8	34	720	10	17	no value	NAN	228	52	14.7	3.5	70	16	no value	NAN	no value	NAN	no value	NAN	no value	NAN	7.558579	0.098	739	23	7.38	0.70	1.198	0.024	0.039	0.1335	0.0019	0.0064	no value	NAN	7.51	0.10	0.06650	0.00040	820	13	802	11	18	807	11	37	no value	NAN	-0.0109	0.0014	-0.0109	0.0014	0.162	0.036	-0.27	0.15	0.24	0.1195	0.0021	0.0074	no value	NAN	-0.0169	0.0099	8.38	0.15	860	150	50	110	180	727	12	43	no value	NAN	FILENAME: VP-X-TS-14_03.FIN2;
TS14_2	VP-X-TS-14_04.FIN2	04/08/2012 (7) 05:43:38.24	04/08/2012 (7)	05:43:38.24	19.97	VP-X-TS-14_04.FIN2	1.060	0.032	0.043	0.1362	0.0022	0.0061		0.3288332	0.0625	0.0017	0.0022	no value	NAN	no value	NAN	824	12	34	732	16	21	no value	NAN	84	53	4.3	3.5	7	26	no value	NAN	no value	NAN	no value	NAN	no value	NAN	7.342144	0.12	717	33	9.5	1.0	1.262	0.028	0.037	0.1379	0.0023	0.0065	no value	NAN	7.22	0.12	0.06684	0.00053	832	17	828	13	17	832	13	37	no value	NAN	-0.0122	0.0021	-0.0122	0.0021	0.153	0.036	-1.53	0.39	0.51	0.1126	0.0040	0.011	no value	NAN	-0.166	0.045	9.70	0.49	1330	300	280	200	270	686	23	64	no value	NAN	FILENAME: VP-X-TS-14_04.FIN2;
TS14_3	VP-X-TS-14_05.FIN2	04/08/2012 (7) 05:44:58.24	04/08/2012 (7)	05:44:58.24	19.97	VP-X-TS-14_05.FIN2	1.329	0.030	0.041	0.1502	0.0023	0.0061		0.2703896	0.0703	0.0012	0.0019	no value	NAN	no value	NAN	903	13	34	859	13	18	no value	NAN	193	61	13.4	4.2	29	19	no value	NAN	no value	NAN	no value	NAN	no value	NAN	6.65779	0.099	948	20	5.21	0.61	1.435	0.031	0.043	0.1508	0.0024	0.0064	no value	NAN	6.64	0.10	0.07077	0.00055	952	16	901	13	18	906	13	36	no value	NAN	-0.0055	0.0014	-0.0055	0.0014	0.272	0.039	0.05	0.18	0.25	0.1366	0.0026	0.0069	no value	NAN	-0.002	0.011	7.32	0.14	910	170	270	120	160	825	15	39	no value	NAN	FILENAME: VP-X-TS-14_05.FIN2;
TS14_4	VP-X-TS-14_06.FIN2	04/08/2012 (7) 05:47:38.24	04/08/2012 (7)	05:47:38.24	19.97	VP-X-TS-14_06.FIN2	10.57	0.33	0.33	0.493	0.013	0.014		0.05760155	0.1660	0.0035	0.0038	no value	NAN	no value	NAN	2579	56	61	2483	29	29	no value	NAN	400	1100	10	240	-40	630	no value	NAN	no value	NAN	no value	NAN	no value	NAN	2.028398	0.053	2529	21	11.4	1.2	12.69	0.86	0.86	0.504	0.017	0.019	no value	NAN	2.008	0.067	0.1763	0.0058	2592	54	2591	63	63	2614	73	79	no value	NAN	-0.0211	0.0083	-0.0211	0.0083	0.102	0.031	0.1	1.6	1.6	0.414	0.015	0.016	no value	NAN	-0.025	0.033	2.487	0.096	2010	200	2040	140	140	2238	67	73	no value	NAN	FILENAME: VP-X-TS-14_06.FIN2;
TS14_5	VP-X-TS-14_07.FIN2	04/08/2012 (7) 05:48:59.24	04/08/2012 (7)	05:48:59.24	19.97	VP-X-TS-14_07.FIN2	0.884	0.028	0.039	0.1112	0.0020	0.0058		0.4690492	0.0613	0.0020	0.0025	no value	NAN	no value	NAN	679	12	34	641	15	21	no value	NAN	88	26	8.3	3.7	74	28	no value	NAN	no value	NAN	no value	NAN	no value	NAN	8.992806	0.16	680	38	8.68	0.92	0.955	0.025	0.035	0.1116	0.0022	0.0063	no value	NAN	9.00	0.17	0.06240	0.00051	690	18	679	13	18	682	13	36	no value	NAN	-0.0038	0.0025	-0.0038	0.0025	0.159	0.036	-1.48	0.32	0.46	0.0896	0.0031	0.0089	no value	NAN	-0.27	0.14	12.8	1.6	1320	300	-20	190	260	556	19	54	no value	NAN	FILENAME: VP-X-TS-14_07.FIN2;
TS14_6	VP-X-TS-14_08.FIN2	04/08/2012 (7) 05:50:18.23	04/08/2012 (7)	05:50:18.23	12.568	VP-X-TS-14_08.FIN2	2.584	0.076	0.081	0.1479	0.0032	0.0062		0.2834362	0.1319	0.0022	0.0026	no value	NAN	no value	NAN	889	18	35	1293	22	23	no value	NAN	328	85	43	11	140	34	no value	NAN	no value	NAN	no value	NAN	no value	NAN	6.761325	0.15	2122	22	33.1	1.0	1.297	0.039	0.042	0.1372	0.0031	0.0060	no value	NAN	7.34	0.17	0.06875	0.00060	889	18	845	18	19	828	17	34	no value	NAN	0.0718	0.0026	0.0718	0.0026	0.0	1.0	1.07	0.19	0.20	0.1354	0.0031	0.0061	no value	NAN	0.0641	0.0092	7.41	0.18	1240	160	730	100	110	820	18	35	no value	NAN	FILENAME: VP-X-TS-14_08.FIN2;
TS14_7	VP-X-TS-14_09.FIN2	04/08/2012 (7) 05:51:38.23	04/08/2012 (7)	05:51:38.23	9.2556	VP-X-TS-14_09.FIN2	5.17	0.18	0.18	0.3391	0.0074	0.0091		0.07913814	0.1152	0.0028	0.0032	no value	NAN	no value	NAN	1880	36	44	1858	28	29	no value	NAN	50	170	2	19	14	84	no value	NAN	no value	NAN	no value	NAN	no value	NAN	2.948983	0.066	1860	23	6.28	0.99	5.45	0.22	0.23	0.3412	0.0084	0.010	no value	NAN	2.943	0.073	0.1158	0.0020	1896	31	1887	36	37	1890	40	50	no value	NAN	-0.0060	0.0044	-0.0060	0.0044	0.227	0.057	2.84	0.70	0.70	0.3192	0.0094	0.012	no value	NAN	0.062	0.016	3.133	0.089	1760	130	1510	150	150	1783	46	57	no value	NAN	FILENAME: VP-X-TS-14_09.FIN2;
TS14_8	VP-X-TS-14_10.FIN2	04/08/2012 (7) 05:52:59.24	04/08/2012 (7)	05:52:59.24	19.97	VP-X-TS-14_10.FIN2	0.979	0.021	0.034	0.1116	0.0014	0.0054		0.4335761	0.0652	0.0013	0.0020	no value	NAN	no value	NAN	682.0	8.0	32	692	10	18	no value	NAN	210	33	13.3	2.1	65	12	no value	NAN	no value	NAN	no value	NAN	no value	NAN	8.960573	0.11	769	26	5.28	0.60	0.957	0.017	0.029	0.1111	0.0015	0.0058	no value	NAN	9.01	0.12	0.06305	0.00048	715	16	680.4	9.1	15	678.7	8.6	34	no value	NAN	0.0024	0.0016	0.0024	0.0016	0.260	0.039	-0.24	0.13	0.22	0.1008	0.0017	0.0067	no value	NAN	-0.0175	0.0099	9.93	0.18	990	230	-50	140	230	619	10	39	no value	NAN	FILENAME: VP-X-TS-14_10.FIN2;
TS14_9	VP-X-TS-14_11.FIN2	04/08/2012 (7) 05:56:59.24	04/08/2012 (7)	05:56:59.24	19.97	VP-X-TS-14_11.FIN2	5.80	0.11	0.11	0.3608	0.0056	0.0076		0.05838221	0.1169	0.0013	0.0020	no value	NAN	no value	NAN	1986	27	36	1944	17	17	no value	NAN	590	150	67	17	35.1	8.9	no value	NAN	no value	NAN	no value	NAN	no value	NAN	2.771619	0.043	1908	12	5.34	0.57	6.04	0.18	0.19	0.3621	0.0063	0.0086	no value	NAN	2.744	0.049	0.1199	0.0015	1957	22	1978	27	28	1992	30	41	no value	NAN	-0.0058	0.0026	-0.0058	0.0026	0.263	0.039	4.14	0.24	0.25	0.3463	0.0055	0.0075	no value	NAN	0.0859	0.0044	2.876	0.048	1434	77	1633	51	53	1917	27	36	no value	NAN	FILENAME: VP-X-TS-14_11.FIN2;
